,datetime,open,high,low,close,volume,OHLC_avg,MA_30,MA_100,MA_200,MACD,MACD_h,MACD_s,RSI
0,2012-02-13,15.125,15.125,14.9525,15.01,7214800,15.053125,,,,,,,
1,2012-02-14,14.97,15.095,14.9425,15.095,5380400,15.025625,,,,,,,
2,2012-02-15,15.13,15.145,14.9175,14.9925,7544800,15.046249999999999,,,,,,,
3,2012-02-16,15.035,15.19,14.995,15.1075,8270000,15.081875,,,,,,,
4,2012-02-17,15.125,15.18,15.0275,15.055,7547600,15.096874999999999,,,,,,,
5,2012-02-21,15.105,15.14,15.0525,15.1025,7985200,15.1,,,,,,,
6,2012-02-22,15.125,15.175,15.0075,15.045,5201200,15.088125000000002,,,,,,,
7,2012-02-23,15.045,15.095,14.94,15.0525,23902800,15.033125,,,,,,,
8,2012-02-24,15.1,15.2225,15.0375,15.1925,25763600,15.138125,,,,,,,
9,2012-02-27,15.165,15.25,15.1125,15.205,40980000,15.183125,,,,,,,
10,2012-02-28,15.24,15.2425,15.1025,15.12,6014000,15.17625,,,,,,,
11,2012-02-29,15.01,15.0275,14.775,14.8775,9810400,14.9225,,,,,,,
12,2012-03-01,14.8875,15.015,14.8825,14.9525,8026800,14.934375,,,,,,,
13,2012-03-02,14.9425,14.99,14.88,14.95,6076000,14.940625,,,,,,,
14,2012-03-05,14.915,14.9975,14.875,14.96,5246800,14.936875,,,,,,,36.021515997388
15,2012-03-06,14.895,14.9225,14.8125,14.8825,4798000,14.878124999999999,,,,,,,31.198203013435617
16,2012-03-07,14.8875,14.9525,14.7975,14.9375,5192800,14.89375,,,,,,,33.73938494584171
17,2012-03-08,15.0,15.0025,14.9125,14.94,5630800,14.96375,,,,,,,43.760971558008706
18,2012-03-09,14.97,15.075,14.91,15.0025,7049200,14.989374999999999,,,,,,,46.925558086718844
19,2012-03-12,15.01,15.225,15.005,15.1925,6857200,15.108125000000001,,,,,,,58.56225466062231
20,2012-03-13,15.2075,15.2425,15.13,15.2275,7364400,15.201875,,,,,,,65.07296450570725
21,2012-03-14,15.2125,15.2575,14.9975,15.015,7512800,15.120625,,,,,,,56.75072158172055
22,2012-03-15,15.0325,15.0875,14.925,15.0625,8405600,15.026875,,,,,,,48.96872272338884
23,2012-03-16,15.0475,15.07,14.9775,15.04,10953600,15.03375,,,,,,,49.51544206946622
24,2012-03-19,15.0,15.1625,14.97,15.0075,7478800,15.035,,,,,,,49.62112344949419
25,2012-03-20,14.9725,15.1275,14.9725,15.05,4334000,15.030625,,,,0.0005369612914538635,,,49.23266374109019
26,2012-03-21,15.13,15.1525,15.0375,15.0775,4175200,15.099375,,,,0.005318494251682182,,,55.17163972684722
27,2012-03-22,15.015,15.085,14.985,15.0725,5495200,15.039375,,,,0.004217775126486245,,,49.70647349526278
28,2012-03-23,15.0625,15.1425,15.0575,15.1,4865600,15.090625,,,,0.007395641622396809,,,53.9065216511937
29,2012-03-26,15.1875,15.2525,15.1475,15.2325,4547200,15.205,15.049104166666666,,,0.018925073872786413,,,61.61140871436144
30,2012-03-27,15.2325,15.3025,15.205,15.24,4517200,15.245000000000001,15.055499999999999,,,0.03093331767154872,,,63.88507676169615
31,2012-03-28,15.23,15.265,15.0675,15.1125,4900400,15.16875,15.060270833333332,,,0.03390634836662798,,,56.95950505874162
32,2012-03-29,15.065,15.1575,14.97,15.15,4254000,15.085625,15.061583333333335,,,0.029218194656316143,,,50.528627978091485
33,2012-03-30,15.2125,15.2725,15.1375,15.27,6602400,15.223125,15.066291666666666,,,0.03618082984446325,0.014192851727647778,0.02198797811681547,58.8123694009265
34,2012-04-02,15.3,15.525,15.3,15.4575,8510000,15.395624999999999,15.07625,,,0.05498425251501082,0.026397019518556282,0.02858723299645454,66.41107713110989
35,2012-04-03,15.4775,15.515,15.4225,15.49,5702800,15.47625,15.088791666666667,,,0.07552130158720516,0.037547254872600494,0.037974046714604665,69.26517576059612
36,2012-04-04,15.4475,15.6475,15.44,15.61,8737600,15.536249999999999,15.103729166666666,,,0.09553726537211915,0.046050574926011584,0.04948669044610757,71.22473517210453
37,2012-04-05,15.5675,15.7375,15.54,15.72,11919200,15.64125,15.124,,,0.11850661289167164,0.055215937956451244,0.06329067493522039,74.31140886108795
38,2012-04-09,15.5825,15.6875,15.58,15.6575,7303600,15.626875,15.140291666666666,,,0.13400531407774174,0.05657171131401707,0.07743360276372467,73.15445665800587
39,2012-04-10,15.6,15.675,15.465,15.5625,8897200,15.575624999999999,15.153375,,,0.1405327259576783,0.050479298555162894,0.0900534274025154,69.028191638516
