,datetime,open,high,low,close,volume,OHLC_avg,MA_30,MA_100,MA_200,MACD,MACD_h,MACD_s,RSI
0,2012-02-13,305.55554,307.22723,305.31531,306.4064,3628967,306.12612,,,,,,,
1,2012-02-14,306.07608,306.3063,302.68268,305.18518,3603793,305.06256,,,,,,,
2,2012-02-15,306.77176,306.77176,301.58157,303.08307,4846948,304.55204000000003,,,,,,,
3,2012-02-16,301.7117,304.70972,299.16415,303.56357,5056738,302.287285,,,,,,,
4,2012-02-17,302.78778,304.11911,301.5015,302.62262,4893302,302.75775250000004,,,,,,,
5,2012-02-21,302.23724,309.24924,301.74173,307.30731,4956638,305.13388,,,,,,,
6,2012-02-22,306.28629,308.6987,303.65866,304.27426,3930066,305.72947750000003,,,,,,,
7,2012-02-23,303.8038,304.27426,300.47546,303.35837,4105890,302.9779725,,,,,,,
8,2012-02-24,303.97897,306.13113,303.05804,305.25525,3867329,304.6058475,,,,,,,
9,2012-02-27,303.5986,306.48648,302.83282,304.95996,3624172,304.469465,,,,,,,
10,2012-02-28,305.3053,310.19519,304.14413,309.50452,5689505,307.287285,,,,,,,
11,2012-02-29,309.60962,313.1131,308.05804,309.43445,6267526,310.0538025,,,,,,,
12,2012-03-01,311.44144,313.16318,309.38437,311.51151,4470925,311.375125,,,,,,,
13,2012-03-02,311.31131,312.31232,310.47046,310.93594,3143453,311.25750750000003,,,,,,,
14,2012-03-05,310.52551,311.55655,305.996,307.43243,3183413,308.8776225,,,,,,,58.602707616945494
15,2012-03-06,304.32932,304.70972,297.21722,302.78278,6342451,302.25976,,,,,,,38.93140973014179
16,2012-03-07,304.82983,305.90091,303.23325,303.7037,2526471,304.4169225,,,,,,,45.368747483648654
17,2012-03-08,305.32532,306.05606,303.47849,303.87387,2688309,304.68343500000003,,,,,,,46.12436189638245
18,2012-03-09,304.27927,306.25626,300.30029,300.42542,5335859,302.81531,,,,,,,41.76389400375783
19,2012-03-12,300.30029,303.8038,299.92993,302.87787,3334662,301.7279725,,,,,,,39.42750509589838
20,2012-03-13,304.67969,309.23422,303.07806,309.19919,4487108,306.54779,,,,,,,52.19413440421597
21,2012-03-14,307.8078,311.70169,307.03705,308.30331,5867926,308.7124625,,,,,,,56.61665727154613
22,2012-03-15,308.60861,312.06207,307.72272,310.87589,4865330,309.8173225,,,,,,,58.7159404745421
23,2012-03-16,310.75577,313.26828,310.33533,312.83282,6094899,311.79805,,,,,,,62.2432590330749
24,2012-03-19,311.87189,318.95395,310.93094,317.30731,4341254,314.76602249999996,,,,,,,66.81816814745144
25,2012-03-20,315.77579,318.34836,313.94894,317.06207,3077919,316.28379,,,,1.7815740334912107,,,68.89386569805225
26,2012-03-21,317.62262,324.01901,316.57156,320.3103,4934261,319.6308725,,,,2.4485086807313223,,,72.91733719162924
27,2012-03-22,319.56958,324.72473,315.81583,323.34836,4815580,320.864625,,,,3.0415515960251014,,,74.23999395923762
28,2012-03-23,323.62363,324.57458,320.77078,321.61661,3876520,322.6464,,,,3.6136606995056013,,,76.05850740649973
29,2012-03-26,322.82281,325.07007,320.09009,324.98999,3634762,323.24324,308.7589239166667,,,4.0683241771669145,,,76.65305998616324
30,2012-03-27,323.83884,327.07709,322.72272,323.83383,4010386,324.36812,309.3669905833333,,,4.46791334995379,,,77.77338818423179
31,2012-03-28,326.34134,329.62463,325.86588,328.20822,5072722,327.5100175,310.1152391666667,,,4.980701096724658,,,80.57691103256964
32,2012-03-29,327.04706,328.62363,322.47247,324.52954,3844751,325.66817499999996,310.8191103333333,,,5.17877014508673,,,74.63382907430447
33,2012-03-30,326.2012,327.07208,320.82083,320.94095,4616779,323.758765,311.53482633333334,,,5.122617517506228,1.0432834175260934,4.079334099980135,68.95573138174947
34,2012-04-02,320.70572,324.07407,317.73773,323.78378,4563832,321.575325,312.16207875,,,4.846068336153849,0.6133873889389712,4.232680947214877,63.048690700178156
35,2012-04-03,323.02802,324.29929,319.63965,321.63162,4085710,322.14964499999996,312.7292709166667,,,4.619987600494255,0.3098453226235023,4.310142277870753,63.92410584991551
36,2012-04-04,319.54456,319.81982,315.86588,317.89288,3251945,318.28078500000004,313.14764783333334,,,4.081582379102883,-0.18284791901429642,4.26443029811718,54.548841617517446
37,2012-04-05,316.43643,318.53354,314.59961,316.47647,4632763,316.5115125,313.5987658333333,,,3.4721026201312952,-0.6338621423887076,4.105964762520003,50.87421693015962
38,2012-04-09,314.55457,317.98297,312.95795,315.73575,4361035,315.30781,313.9554979166667,,,2.8590000155793973,-0.9975717975524847,3.856571813131882,48.48138816409573
39,2012-04-10,317.07709,317.56757,312.58759,313.74374,4959036,315.2439975,314.314649,,,2.3409773195278376,-1.2124755948832355,3.553452914411073,48.35155202790029
40,2012-04-11,317.30231,318.31833,315.96597,318.29831,4393602,317.47123,314.6541138333333,,,2.086112246330458,-1.173872534464492,3.2599847807949502,53.07510040445186
41,2012-04-12,321.49649,326.89691,320.45044,325.83084,11501687,323.66867,315.10794274999995,,,2.3570409525567015,-0.7223550625905992,3.0793960151473008,63.168946751870166
42,2012-04-13,324.09909,324.81982,312.08209,312.61261,16302281,318.40340249999997,315.34221866666667,,,2.1224248283458564,-0.7655769494411557,2.888001777787012,52.78111932285206
