,datetime,open,high,low,close,volume,OHLC_avg
0,2012-02-13,187.17,192.5,185.67999,191.59,6071400,189.2349975
1,2012-02-14,191.08,193.57001,186.10001,191.3,9527100,190.51250499999998
2,2012-02-15,191.28999,191.53999,183.25999,184.47,7794400,187.6399925
3,2012-02-16,177.78999,181.67999,175.14,179.92999,12563800,178.63499249999998
4,2012-02-17,180.09,183.41,179.36,182.5,7418100,181.34
5,2012-02-21,182.64999,184.75,180.58,182.25999,6756500,182.55999500000001
6,2012-02-22,181.95,182.99001,180.28999,180.58,5785400,181.45250000000001
7,2012-02-23,179.64,180.75,176.96001,178.89,5153800,179.0600025
8,2012-02-24,179.7,180.74001,178.37,179.13,3668700,179.4850025
9,2012-02-27,177.53999,179.19,176.5,178.53,3706200,177.9399975
10,2012-02-28,178.89999,184.28999,177.95,183.8,5764500,181.23499499999997
11,2012-02-29,183.89,184.0,179.00999,179.69,5300300,181.6474975
12,2012-03-01,179.89,180.49001,176.58,180.03999,4936000,179.25
13,2012-03-02,179.48,181.84,178.92,179.3,3657800,179.885
14,2012-03-05,179.0,181.82001,178.17999,180.25999,4682700,179.8149975
15,2012-03-06,178.67999,183.5,178.03999,181.09,5612200,180.327495
16,2012-03-07,182.64999,185.5,182.39999,183.77,4951500,183.579995
17,2012-03-08,184.17,188.38,183.8,187.64,4221500,185.99749999999997
18,2012-03-09,186.78999,187.2,183.44,184.32001,4510600,185.4375
19,2012-03-12,184.13,185.39999,182.2,183.39,2587600,183.7799975
20,2012-03-13,183.92,184.87,180.77,184.59,4405800,183.5375
21,2012-03-14,183.64999,184.32001,181.14,182.25999,3699700,182.8424975
22,2012-03-15,182.02,184.42999,180.3,184.42999,4160100,182.794995
23,2012-03-16,183.28,185.67999,182.35001,185.05,4934000,184.08999999999997
24,2012-03-19,183.45,186.67999,183.0,185.52,3903400,184.6624975
25,2012-03-20,184.88,194.41,182.88,192.33,9165400,188.625
26,2012-03-21,192.5,194.28,191.25999,191.73,4214400,192.4424975
27,2012-03-22,190.53999,194.06,190.25999,192.39999,3739600,191.8149925
28,2012-03-23,192.00999,196.2,191.8,195.03999,5984000,193.762495
29,2012-03-26,196.48,202.97,195.5,202.87,7613700,199.455
30,2012-03-27,203.59,209.85001,202.88,205.44,9600800,205.4400025
31,2012-03-28,206.14,207.0,200.31,201.16,6245000,203.6525
32,2012-03-29,201.28,205.31,200.63,204.61,5711200,202.9575
33,2012-03-30,205.02,206.85001,201.87,202.50999,4438100,204.0625
34,2012-04-02,198.02,199.89999,197.0,198.05,6430300,198.2424975
35,2012-04-03,198.24001,202.39,197.5,199.66,5000700,199.44750249999998
36,2012-04-04,196.95,197.67999,192.36,193.99001,5456900,195.245
37,2012-04-05,193.55,196.03,193.55,194.39,3217500,194.38000000000002
38,2012-04-09,192.02,194.2,190.5,191.87,3135900,192.1475
39,2012-04-10,192.75,193.52,186.57001,186.98,4455000,189.9550025
40,2012-04-11,189.63,191.97,186.78999,187.97,4337800,189.0899975
41,2012-04-12,188.06,192.25999,185.61,190.69,4027900,189.15499749999998
42,2012-04-13,189.89999,189.94,186.25999,188.46001,3431800,188.6399975
43,2012-04-16,189.00999,189.47,183.64999,185.5,4044300,186.90749499999998
44,2012-04-17,187.21001,190.03999,186.87,188.39,2829200,188.1275
45,2012-04-18,188.82001,193.45,188.74001,191.07001,4001900,190.5200075
46,2012-04-19,192.92999,194.55,189.75,191.10001,4002400,192.0825
47,2012-04-20,192.34,193.48,189.8,189.98,3243600,191.4
48,2012-04-23,188.99001,188.99001,185.50999,188.24001,3481000,187.932505
49,2012-04-24,188.67999,190.7,186.50999,190.33,3376300,189.05499500000002
50,2012-04-25,191.67,194.8,191.60001,194.42,3955100,193.1225025
51,2012-04-26,193.57001,196.36,193.02,195.99001,10234000,194.735005
52,2012-04-27,224.83,228.69,220.22,226.85001,22116900,225.1475025
53,2012-04-30,223.95,233.84,223.05,231.89999,9756900,228.18499749999998
54,2012-05-01,229.39999,232.97,228.39999,230.03999,6754900,230.2024925
55,2012-05-02,227.82001,231.44,227.39999,230.25,4593400,229.2275
56,2012-05-03,229.74001,232.53,228.03,229.45,4055500,229.9375025
57,2012-05-04,227.8,229.72,223.74001,223.99001,4585200,226.312505
58,2012-05-07,222.36,226.87,222.28999,225.16,3314300,224.1699975
59,2012-05-08,223.14999,225.39,218.2,223.89999,4522400,222.659995
60,2012-05-09,220.59,225.78,220.16,222.98,3712000,222.3775
61,2012-05-10,223.91,229.08,221.95,226.69,4648400,225.40750000000003
62,2012-05-11,225.95,230.67999,225.73,227.67999,4193600,227.509995
63,2012-05-14,225.60001,227.28999,222.50999,222.92999,3096600,224.582495
64,2012-05-15,226.5,230.61,223.0,224.39,5713700,226.125
65,2012-05-16,225.0,228.0,222.5,224.06,5261800,224.89
66,2012-05-17,225.05,226.0,218.09,218.36,4505500,221.875
67,2012-05-18,219.41,219.63,212.81,213.85001,5231700,216.42500249999998
68,2012-05-21,214.03,219.98,212.82001,218.11,3579800,216.2350025
69,2012-05-22,218.31,218.87,213.96001,215.33,3733100,216.61750250000003
70,2012-05-23,214.71001,217.55,211.17999,217.28,4243800,215.18
71,2012-05-24,216.98,217.66,212.7,215.24001,3141100,215.64500249999998
72,2012-05-25,214.99001,215.98,212.22,212.89,2171400,214.0200025
73,2012-05-29,214.3,216.55,212.28999,214.75,2693900,214.4724975
74,2012-05-30,212.14,212.98,207.75,209.23,4078200,210.525
75,2012-05-31,209.48,213.78999,207.11,212.91,4944000,210.8224975
76,2012-06-01,208.44,211.23,207.3,208.22,3951500,208.7975
77,2012-06-04,207.39999,215.35001,206.37,214.57001,4299600,210.9225025
78,2012-06-05,213.85001,216.86,211.16,213.21001,3543900,213.770005
79,2012-06-06,214.63,218.39999,214.52,217.64,2710100,216.2974975
80,2012-06-07,219.64999,221.49001,218.11,218.8,3503900,219.5125
81,2012-06-08,218.61,219.42,216.66,218.48,2877000,218.2925
82,2012-06-11,217.49001,220.87,215.2,216.5,3749100,217.51500249999998
83,2012-06-12,217.64999,218.0,214.52,216.42,2833300,216.6474975
84,2012-06-13,215.52,217.38,213.52,214.73,2325200,215.2875
85,2012-06-14,215.25999,216.5,212.56,214.45,3060900,214.6924975
86,2012-06-15,215.28999,219.33,214.46001,218.35001,3785200,216.8575025
87,2012-06-18,217.28,223.75999,216.73,222.66,3369600,220.1074975
88,2012-06-19,223.25999,225.2,221.66,224.03,2716600,223.53749749999997
89,2012-06-20,224.50999,224.74001,220.84,223.02,2444400,223.2775
90,2012-06-21,223.84,226.03,220.52,220.57001,2843000,222.7400025
91,2012-06-22,221.83,222.50999,219.35001,222.16,2187500,221.4625
92,2012-06-25,220.3,221.59,218.0,220.07001,2382300,219.9900025
93,2012-06-26,221.45,226.39,221.45,225.61,3754100,223.725
94,2012-06-27,225.00999,227.5,223.3,225.62,2799200,225.3574975
95,2012-06-28,223.92,224.62,218.75,221.31,2994800,222.14999999999998
96,2012-06-29,224.7,228.35001,223.71001,228.35001,3614400,226.27750749999998
97,2012-07-02,229.3,229.34,226.34,229.32001,2330700,228.5750025
98,2012-07-03,229.14,229.53,227.59,229.53,1331700,228.9475
99,2012-07-05,228.62,230.5,226.53,227.06,2682300,228.1775
100,2012-07-06,226.35001,228.89999,224.17999,225.05,3203200,226.1199975
101,2012-07-09,225.0,226.0,223.45,225.05,1922000,224.875
102,2012-07-10,226.25,227.14,218.28,219.5,2982100,222.7925
103,2012-07-11,218.95,221.74001,215.34,218.37,2734700,218.60000250000002
104,2012-07-12,216.61,217.3,212.61,215.36,2616200,215.47
105,2012-07-13,215.63,219.31,213.88,218.39,2221900,216.80249999999998
106,2012-07-16,216.60001,218.31,214.46001,216.00999,2004200,216.34500250000002
107,2012-07-17,217.45,217.94,213.96001,216.92999,1987000,216.57
108,2012-07-18,216.14999,218.67,215.71001,217.47,2093000,217.0
109,2012-07-19,220.73,227.5,220.69,226.17,5449400,223.7725
110,2012-07-20,225.36,229.39,225.28999,228.28999,4170000,227.082495
111,2012-07-23,224.72,226.58,221.53999,226.00999,5515100,224.712495
112,2012-07-24,226.27,226.61,221.23,223.03999,5008700,224.2874975
113,2012-07-25,222.0,222.5,215.91,217.05,3646700,219.365
114,2012-07-26,220.0,221.45,214.95,220.00999,6937400,219.1024975
115,2012-07-27,225.25,238.34,224.5,237.32001,11313900,231.3525025
116,2012-07-30,237.0,240.74001,234.07001,236.09,3736400,236.975005
117,2012-07-31,235.10001,236.3,231.61,233.3,3453600,234.07750249999998
118,2012-08-01,234.14,234.38,230.7,232.09,2543800,232.82750000000001
119,2012-08-02,230.56,234.34,228.66,230.81,3048100,231.09249999999997
120,2012-08-03,234.03,236.49001,233.03,234.97,2825300,234.63000250000002
121,2012-08-06,235.56,235.74001,233.81,233.99001,1843700,234.77500500000002
122,2012-08-07,234.13,238.0,233.25,236.56,2058300,235.485
123,2012-08-08,235.28999,236.45,233.59,234.38,1534300,234.9274975
124,2012-08-09,233.92999,235.99001,233.5,234.06,1548100,234.37
125,2012-08-10,233.08,234.85001,231.42999,232.75,1852500,233.0275
126,2012-08-13,232.23,234.37,231.0,232.44,1997300,232.51
127,2012-08-14,234.71001,236.72,232.62,233.19,2751000,234.3100025
128,2012-08-15,232.25999,238.14,232.25,237.42,3264700,235.0174975
129,2012-08-16,237.72,242.82001,236.2,241.55,4312100,239.57250249999998
130,2012-08-17,240.60001,243.35001,240.47,241.17,3085800,241.397505
131,2012-08-20,241.37,241.64999,238.2,240.35001,1889900,240.3925
